id,question,answer
377,การชดเชยงบประมาณ 30% ให้เมื่อคู่สัญญามีผลงาน RR และ Test อย่างน้อยกี่เปอร์เซ็นต์ของเป้าหมายในสัญญา?  ก. 30% ข. 40% ค. 50% ง. 60% ,
378,การบริการสุขภาพในหลักประกันสุขภาพถ้วนหน้าครอบคลุมกี่มิติ?  ก. 2 มิติ ข. 3 มิติ ค. 4 มิติ ง. 5 มิติ ,
379,"ฉันกำลังหาแผนก Endocrinology ตั้งอยู่ที่ไหนคะ?  ก. Building A, Floor 3 ข. Building B, Floor 2 ค. Building C, Floor 2 ง. Building A, Floor 1 ",
380,"อัตราจ่ายงวดที่ 2 สำหรับการปลูกถ่ายเซลล์ต้นกำเนิดเม็ดโลหิตแบบ Allogenic MRD คือเท่าใด?  ก. 100,000 บาท ข. 150,000 บาท ค. 300,000 บาท ง. 1,200,000 บาท ",
381,คุณ Supan Wannakul (P004) มีน้ำหนักเท่าไหร่?  ก. 120 kg ข. 125 kg ค. 130 kg ง. 135 kg ,
382,ผู้ป่วยติดเตียงสามารถใช้สิทธิหลักประกันสุขภาพแห่งชาติในการเบิกจ่ายผ้าอ้อมหรือแผ่นรองซับได้หรือไม่?  ก. ได้ ข. ไม่ได้ ค. ได้เฉพาะบางกรณี ง. ไม่แน่ใจ ,
383,ผู้ป่วยโรคหลอดเลือดสมองที่มีสิทธิได้รับบริการฝังเข็มจะต้องมีค่าดัชนี Barthel ADL index น้อยกว่าเท่าใด?  ก. 10 ข. 15 ค. 20 ง. 25 ,
384,คณะกรรมการกองทุนมีบทบาทใดในการพิจารณาให้ความเห็นชอบรายงานผลการดำเนินงาน?  ก. พิจารณาอนุมัติโครงการหรือกิจกรรม ข. พิจารณาอนุมัติแผนการเงินประจำปี ค. พิจารณาให้ความเห็นชอบรายงานผลการดำเนินงาน ง. สนับสนุนการเข้าถึงบริการสาธารณสุขในชุมชน ,
385,อัตราจ่ายสำหรับการตรวจ Anti-HCV ในกรณีป้องกันการติดเชื้อเอชไอวีหลังการสัมผัสเชื้อ (PEP) คือเท่าใดต่อครั้ง?  ก. 50 บาท ข. 70 บาท ค. 130 บาท ง. 150 บาท ,
386,ผู้ป่วยที่มีสิทธิ UC สามารถรับบริการได้จากหน่วยบริการใด?  ก. หน่วยบริการในระบบ UC ข. หน่วยบริการนอกระบบ UC ค. โรงพยาบาลเอกชน ง. ทุกข้อ ,
387,คุณ Supan Wannakul (P004) หญิง อายุ 32 ปี มาตรวจสุขภาพประจำปี ครั้งนี้พบว่าแพ้ Iodine ขั้นตอนแรกที่สำคัญคือ?  ก. บันทึกประวัติการแพ้ ข. สั่งตรวจเลือด ค. วัดความดัน ง. ชั่งน้ำหนัก ,
388,ผู้ที่มีอาการออฟฟิศซินโดรมสามารถใช้สิทธิหลักประกันสุขภาพแห่งชาติในการฝังเข็มได้หรือไม่?  ก. ได้ ข. ไม่ได้ ค. ได้เฉพาะบางกรณี ง. ต้องจ่ายค่าใช้จ่ายเอง ,
389,ผู้ปกครองพบว่าบุตรเรียนชั้น ป.3 มีสายตาสั้น สามารถใช้สิทธิหลักประกันสุขภาพแห่งชาติรับแว่นตาได้หรือไม่?  ก. ได้ ข. ไม่ได้ ค. ได้เฉพาะกรณีฉุกเฉิน ง. ไม่แน่ใจ ,
390,การนัดผ่าตัดล่วงหน้า (Elective case) ในเงื่อนไขใหม่ 2568 ต้องบันทึกเบิกเป็นประเภทใด?  ก. ผู้ป่วยนอก ข. ผู้ป่วยใน ค. ผู้ป่วยฉุกเฉิน ง. ผู้ป่วยพิเศษ ,
391,หน่วยบริการใดที่สามารถให้บริการยุติการตั้งครรภ์ด้วยยามิฟพริสโตนและไมโซพรอสตอล?  ก. หน่วยบริการที่ขึ้นทะเบียนกับกรมอนามัย กระทรวงสาธารณสุข ข. หน่วยบริการที่ไม่ได้ขึ้นทะเบียน ค. ทุกหน่วยบริการในประเทศ ง. หน่วยบริการเฉพาะในกรุงเทพมหานคร ,
392,โปรแกรมใดที่ใช้บันทึกข้อมูลการฉีดวัคซีนในเขต 1-12?  ก. KTB ข. Seamless for DMIS ค. Moph Claim ง. ไม่มีข้อใดถูกต้อง ,
393,บริการผ่าตัดข้อเข่าเทียมในปี 2567 ใช้โปรแกรมใดในการส่งข้อมูล?  ก. e-Claim ข. e-Hospital ค. e-Health ง. e-Surgery ,
394,การให้บริการฟื้นฟูสมรรถภาพด้านการแพทย์ตามประกาศนี้ ต้องเป็นไปตามเงื่อนไขใดบ้าง?  ก. เฉพาะในจังหวัดที่มีกองทุนฟื้นฟูสมรรถภาพระดับจังหวัด ข. เฉพาะในจังหวัดที่ไม่มีกองทุนฟื้นฟูสมรรถภาพระดับจังหวัด ค. เฉพาะในจังหวัดที่มีประชากรมากกว่า 1 ล้านคน ง. ทุกจังหวัดทั่วประเทศ ,
395,คุณสมบัติของผู้มีสิทธิหลักประกันสุขภาพแห่งชาติข้อใดไม่ถูกต้อง?  ก. เป็นบุคคลที่มีสัญชาติไทย ข. มีเลขประจำตัวประชาชน 13 หลัก ค. มีสิทธิประกันสุขภาพจากหน่วยงานรัฐ ง. ไม่มีข้อใดถูกต้อง ,
396,ค่าใช้จ่ายที่จ่ายเพื่อบริการอุปกรณ์และอวัยวะเทียมในการบำบัดรักษาโรคในปี 2567 และ 2568 จ่ายตามแบบใด?  ก. จ่ายตามจริงไม่เกินอัตราที่กำหนด ข. จ่ายตามงบประมาณที่ได้ ค. จ่ายตามความต้องการของผู้ป่วย ง. จ่ายตามดุลยพินิจของแพทย์ ,
397,หน่วยบริการต้องจัดทำสิ่งใดสำหรับการเบิกจ่ายในกรณีที่ สปสช. กำหนด?  ก. รายงานการเงิน ข. Drug catalogue ค. ตารางเวลา ง. บัญชีรายชื่อผู้ป่วย ,
398,หน่วยบริการใดที่มีบทบาทในระบบหลักประกันสุขภาพแห่งชาติ?  ก. โรงพยาบาลรัฐ ข. คลินิกเอกชน ค. สถานพยาบาลประจำหมู่บ้าน ง. ถูกทุกข้อ ,
399,ระบบใดที่ใช้บันทึกข้อมูลการเบิกจ่ายสำหรับบริการฝังเข็มในผู้ป่วยโรคหลอดเลือดสมอง?  ก. ระบบ e-Claim ข. ระบบ e-Health ค. ระบบ e-Medical ง. ระบบ e-Insurance ,
400,บริการใดที่กองทุนตำบลให้ความสำคัญในการป้องกันและควบคุมโรคเบาหวานและความดันโลหิตสูง?  ก. การจัดการสิ่งแวดล้อม ข. การส่งเสริมสุขภาพในกลุ่มเสี่ยง ค. การพัฒนาสิ่งอำนวยความสะดวก ง. การให้คำปรึกษาด้านจิตวิทยา ,
401,หมอคนไหนเป็นหัวหน้าแผนก Orthopedics?  ก. Dr. Sarah Johnson ข. Dr. Michael Williams ค. Dr. Emily Chen ง. Dr. Robert Martinez ,
402,กลุ่มเป้าหมายในเขต 1-12 สำหรับบริการคัดกรองโลหิตจากการขาดธาตุเหล็กคือใคร?  ก. หญิงไทยทุกคน อายุ 13 – 24 ปี ข. เด็กแรกเกิด - 12 ปี ค. หญิงไทยทุกคน อายุ 25 – 35 ปี ง. ถูกทุกข้อ ,
403,หน่วยบริการใดที่สามารถให้บริการยาน้ำมันสารสกัดกัญชาที่มี THC ไม่เกิน 3 mg/drop ได้?  ก. หน่วยบริการทั่วไป ข. หน่วยบริการที่มีศักยภาพในการให้บริการตามข้อกำหนดบัญชียาหลักแห่งชาติต้านสมุนไพร ค. หน่วยบริการเฉพาะทาง ง. ไม่มีข้อใดถูกต้อง ,
404,การทำแผลต่อเนื่องหลังการผ่าตัดช่องท้องจากการถูกทำร้ายร่างกาย สามารถใช้สิทธิฉุกเฉินต่อเนื่องได้กี่วัน?  ก. ไม่เกิน 7 วัน ข. ไม่เกิน 10 วัน ค. ไม่เกิน 15 วัน ง. ไม่จำกัดวัน ,
405,นโยบายปฐมภูมิไปที่ไหนก็ได้เริ่มมีผลตั้งแต่วันที่เท่าใด?  ก. 1 มกราคม 2563 ข. 1 มกราคม 2564 ค. 1 มกราคม 2565 ง. 1 มกราคม 2566 ,
406,หน่วยบริการในระบบ UC จ่ายชดเชยในระบบใด?  ก. Seamless for DMIS ข. NAP PLUS ค. RR ง. Test ,
407,การตรวจ Treponemal test (TT) ด้วยวิธีใดบ้าง?  ก. CIA/CLIA และ RDT ข. RPR และ VDRL ค. TPPA และ TPHA ง. ถูกทุกข้อ ,
408,ในกรณีเจ็บป่วยฉุกเฉินวิกฤตถึงแก่ชีวิต ผู้ป่วยสามารถเข้ารักษาพยาบาลได้ที่ไหน?  ก. โรงพยาบาลที่ใกล้ที่สุด ข. โรงพยาบาลในจังหวัดที่ตนเองอาศัยอยู่ ค. โรงพยาบาลเอกชนเท่านั้น ง. โรงพยาบาลเฉพาะทาง ,
409,Dr. Michael Williams เลิกงานเวลาใดในวันศุกร์?  ก. 16:00 ข. 17:00 ค. 18:00 ง. 19:00 ,
410,คนไข้ P019 หญิง อายุ 30 ปี ต้องการวางแผนตั้งครรภ์ แต่ยังไม่ตั้งครรภ์ มีประวัติแพ้ยา ควรปรึกษาแผนกไหนก่อน?  ก. แผนกสูติ-นรีเวช ข. แผนกต่อมไร้ท่อ ค. แผนกอายุรกรรม ง. แผนกเภสัชกรรม ,
411,บริการตรวจยืนยันด้วยวิธีใดที่รวมการตัดชิ้นเนื้อเพื่อวินิจฉัยทางพยาธิวิทยา?  ก. Pap Smear ข. VIA ค. Liquid based cytology ง. Colposcope ,
412,บริการการดูแลแบบผู้ป่วยในที่บ้านในปี 2568 ใช้โปรแกรมใดในการส่งข้อมูลเบิกและบันทึกกิจกรรม?  ก. e-Claim และ AMED ข. e-Claim และ HCare ค. AMED และ HCare ง. HCare และ Authen ,
413,บริการใดที่ไม่รวมอยู่ในขอบเขตบริการวางแผนครอบครัวและการป้องกันการตั้งครรภ์ไม่พึงประสงค์?  ก. บริการยาเม็ดคุมกำเนิดชนิดรับประทาน ข. บริการยาฉีดคุมกำเนิด ค. บริการตรวจสุขภาพทั่วไป ง. บริการฝังยาคุมกำเนิด ,
414,"อัตราการจ่ายสำหรับการยุติการตั้งครรภ์ด้วยวิธีการใช้ยาหรือทางศัลยกรรมกำหนดไว้ที่เท่าใด?  ก. 1,000 บาทต่อการตั้งครรภ์ ข. 2,000 บาทต่อการตั้งครรภ์ ค. 3,000 บาทต่อการตั้งครรภ์ ง. 4,000 บาทต่อการตั้งครรภ์ ",
415,"อัตราจ่ายค่าผ่าตัดใส่รากฟันเทียมต่อรายคือเท่าใด?  ก. 15,000 บาท ข. 16,500 บาท ค. 17,500 บาท ง. 18,500 บาท ",
416,หน่วยบริการใดที่สามารถให้บริการเคลือบฟลูออไรด์ได้?  ก. โรงพยาบาลเอกชน ข. หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ ค. คลินิกเอกชนทั่วไป ง. ร้านขายยา ,
417,"อัตราการจ่ายค่าใช้จ่ายสำหรับเฮลิคอปเตอร์ที่มีเครื่องยนต์ 2 มีค่าใช้จ่ายเท่าใดต่อชั่วโมงบิน?  ก. 40,000 บาท ข. 80,000 บาท ค. 120,000 บาท ง. 160,000 บาท ",
418,หน่วยบริการใดที่สามารถให้บริการตรวจคัดกรองโรคซิฟิลิสได้?  ก. โรงพยาบาลรัฐ ข. คลินิกเอกชน ค. หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ ง. ทุกหน่วยงานทางการแพทย์ ,
419,โปรแกรมใดที่ใช้ในการส่งข้อมูลเพื่อขอรับค่าใช้จ่ายสำหรับบริการ Robotic Surgery?  ก. e-Claim ข. e-Health ค. e-Insurance ง. e-Medical ,
420,"ค่าบริการดูแลการฝากครรภ์รวมถึงยาเสริมอะไรบ้าง?  ก. แคลเซียม, วิตามินดี, แมกนีเซียม ข. เหล็ก, กรดโฟลิก, ไอโอดีน ค. วิตามินซี, วิตามินบี12, สังกะสี ง. ไม่มีข้อใดถูกต้อง ",
421,คุณ Sarah Smith (P002) : หากต้องการยาปฏิชีวนะ ยาไหนที่ปลอดภัยกับฉัน?  ก. Trimethoprim-sulfamethoxazole ข. Azithromycin ค. Sulfamethoxazole ง. Co-trimoxazole ,
422,โรคในข้อใดที่ไม่อยู่ในรายการสำหรับผู้ใหญ่ที่เกี่ยวข้องกับการปลูกถ่ายเซลล์ต้นกำเนิดเม็ดโลหิต?  ก. Osteopetrosis ข. Krabbe's leukodystrophy ค. Tuberculosis ง. Chronic myeloid leukemia (CML) ,
423,"การสลายนีวในไตในระบบหลักประกันสุขภาพแห่งชาติที่หน่วยบริการภาครัฐ เหมาจ่ายครั้งละเท่าไรต่อครั้ง?  ก. 3,500 บาท ข. 6,500 บาท ค. 8,000 บาท ง. 10,000 บาท ",
424,การตรวจความสมบูรณ์ของเม็ดเลือด (CBC) ในกรณีป้องกันการติดเชื้อเอชไอวีหลังการสัมผัสเชื้อ (PEP) มีอัตราจ่ายเท่าใดต่อครั้ง?  ก. 25 บาท ข. 40 บาท ค. 50 บาท ง. 70 บาท ,
425,วิตามินซีมีประโยชน์ต่อร่างกายอย่างไร?  ก. ช่วยเสริมสร้างภูมิคุ้มกัน ข. ช่วยในการดูดซึมธาตุเหล็ก ค. ช่วยเพิ่มความดันโลหิต ง. ถูกทุกข้อ ,
426,คุณ Prasert Sukjai (P005) : ผมอายุ 49 ปี มีประวัติการแพ้ยาแต่ผมจำไม่ได้ว่าเป็นยาตัวไหนบ้าง ต้องการยาแก้ปวดหลังผ่าตัดตัวไหนที่ปลอดภัยกับผม?  ก. Codeine ข. Morphine ค. Tramadol ง. Fentanyl ,
427,ผู้ที่เดินทางมาธุระในกรุงเทพฯ สามารถรับยาต้านไวรัสจาก รพ. ในกรุงเทพฯ ได้หรือไม่?  ก. ได้ ข. ไม่ได้ ค. ได้เฉพาะในกรณีเร่งด่วน ง. ต้องมีใบส่งตัวจาก รพ. ต่างจังหวัด ,
428,พระราชบัญญัติหลักประกันสุขภาพแห่งชาติ พ.ศ. 2545 มาตรา 47 สนับสนุนองค์กรปกครองส่วนท้องถิ่นในด้านใด?  ก. การพัฒนาการศึกษา ข. การจัดการระบบสุขภาพ ค. การสร้างเสริมการท่องเที่ยว ง. การบริหารจัดการสิ่งแวดล้อม ,
429,"Plasma amino acid analysis มีอัตราค่าบริการเท่าใด?  ก. 2,500 บาท/ครั้ง ข. 3,500 บาท/ครั้ง ค. 4,000 บาท/ครั้ง ง. 5,000 บาท/ครั้ง ",
430,คนไข้หมายเลข P020 ใช้สิทธิประกันของอะไร?  ก. บริษัทประกันสุขภาพ ข. ประกันสังคม ค. โตเกียวมารีนประกัน ง. กรุงเทพประกัน ,
431,ค่าบริการให้วัคซีนป้องกันโรคถูกกำหนดไว้ที่เท่าใดต่อโดส?  ก. 10 บาท ข. 15 บาท ค. 20 บาท ง. 25 บาท ,
432,ประกาศใหม่ของสำนักงานหลักประกันสุขภาพแห่งชาติในปี พ.ศ. ๒๕๖๖ นี้มีผลบังคับใช้ตั้งแต่เมื่อใด?  ก. วันที่ 1 มกราคม พ.ศ. ๒๕๖๖ ข. วันที่ 15 กันยายน พ.ศ. ๒๕๖๕ ค. ตั้งแต่บัดนี้เป็นต้นไป ง. วันที่ 31 ธันวาคม พ.ศ. ๒๕๖๖ ,
433,วัคซีนใดที่เริ่มให้บริการเพิ่มเติมในหญิงตั้งครรภ์ในปีงบประมาณ 2567-2568?  ก. วัคซีนพื้นฐาน (EPI) ข. วัคซีนคอตีบ-บาดทะยัก (dT) ในผู้ใหญ่ ค. วัคซีนป้องกันโรคนชินิดไรเซลล์ (aP vaccine) ง. วัคซีนป้องกันโรคริดใช้หวัดใหญ่ตามฤดูกาล ,
434,หน่วยบริการประจำต้องมีเครือข่ายเพื่ออะไร?  ก. เพื่อการตรวจวินิจฉัยโรค ข. เพื่อการส่งต่อผู้รับบริการ ค. เพื่อการรักษาพยาบาล ง. เพื่อการฟื้นฟูสมรรถภาพ ,
435,Dr. Sarah Johnson มีประสบการณ์การทำงานกี่ปี?  ก. 12 ปี ข. 15 ปี ค. 18 ปี ง. 20 ปี ,
436,ข้อมูลประเภทใดที่สามารถค้นหาได้จากเว็บไซต์ http://library.nhso.go.th/index.htm?  ก. ข้อมูลการใช้สิทธิหลักประกันสุขภาพ ข. ข้อมูลกองทุนหลักประกันสุขภาพในระดับท้องถิ่น ค. รายงานวิจัย / คู่มือ / หนังสือวิชาการด้านหลักประกันสุขภาพ ง. ข้อมูลสิทธิหลักประกันสุขภาพแห่งชาติ ,
437,กรณีลงทะเบียนไม่ตรงตามที่อยู่ในบัตรประจำตัวประชาชน ต้องใช้หลักฐานใดในการยืนยันที่พักอาศัย?  ก. ใบเสร็จค่าสาธารณูปโภค ข. สัญญาเช่าที่พัก ค. หนังสือรับรองของเจ้าบ้าน ง. ถูกทุกข้อ ,
438,หน่วยบริการที่สามารถให้บริการตรวจทางห้องปฏิบัติการนอกหน่วยต้องมีศักยภาพอย่างไร?  ก. ให้บริการรับส่งต่อทั่วไป ข. จัดให้มีหน่วยตรวจทางห้องปฏิบัติการนอกหน่วยด้วยตนเอง ค. มีหน่วยบริการอื่นเป็นเครือข่ายร่วมจัดบริการตรวจ ง. ถูกทุกข้อ ,
439,ห้องใดที่มีเครื่อง Ventilator?  ก. R001 ข. R002 ค. R003 ง. R004 ,
440,ผู้ป่วยไตวายที่เคยปลูกถ่ายไตโดยใช้จ่ายเองสามารถรับยากดภูมิต่อเนื่องผ่านสิทธิหลักประกันสุขภาพแห่งชาติได้หรือไม่?  ก. ได้ ข. ไม่ได้ ค. ได้เฉพาะยาบางชนิด ง. ต้องจ่ายเงินเอง ,
441,"ค่าตรวจวินิจฉัยกลุ่มเสี่ยง TMS: Comprehensive metaboloc test มีอัตราค่าบริการเท่าใด?  ก. 2,500 บาท/ครั้ง ข. 3,000 บาท/ครั้ง ค. 3,500 บาท/ครั้ง ง. 4,000 บาท/ครั้ง ",
442,"อัตราจ่ายสำหรับเลนส์สายตาผิดปกติทั่วไป (Stock lens) ในเขต 1-12 อยู่ที่เท่าใดต่อคนต่อปี?  ก. 600 บาท ข. 800 บาท ค. 1,000 บาท ง. 1,200 บาท ",
443,วันที่ 12 ธันวาคม ของทุกปี ถูกกำหนดให้เป็นวันอะไร?  ก. วันสุขภาพโลก ข. วันหลักประกันสุขภาพถ้วนหน้าสากล ค. วันรณรงค์สุขภาพแห่งชาติ ง. วันสาธารณสุขสากล ,
444,หน่วยบริการใดสามารถให้บริการการประเมินการสั่นพ้องผิดปกติจากปัญหา VPI ด้วยการฝัง*การประเมิน instrumental VPI ได้?  ก. หน่วยบริการทั่วไป ข. หน่วยบริการที่ได้รับการรับรองจากสมาคมโสตสัมผัสวิทยาและการแก้ไขการพูดแห่งประเทศไทย ค. โรงพยาบาลเอกชนเท่านั้น ง. ทุกหน่วยบริการที่มีแพทย์เฉพาะทาง ,
445,"เด็กในเขต 13 ที่สามารถรับบริการยาเสริมธาตุเหล็กเพื่อป้องกันโลหิตจางคือกลุ่มใด?  ก. เด็กอายุ 2 เดือนที่น้ำหนักตัวเร็วคลอด < 2,500 กรัม ข. เด็กอายุ 6 เดือน - 2 ปี ค. เด็กอายุ 2-5 ปี ง. ถูกทุกข้อ ",
446,การตรวจคัดกรองกลุ่มอาการดาวน์ในหญิงตั้งครรภ์ใช้วิธีใด?  ก. การตรวจอัลตราซาวน์ ข. Quadruple test ค. การตรวจความดันโลหิต ง. การตรวจสายตา ,
447,ใครในกลุ่มต่อไปนี้ควรได้รับบริการตรวจและรักษาการติดเชื้อวัณโรคระยะแฝง?  ก. ผู้ป่วยโรคหัวใจ ข. บุคลากรสาธารณสุข ค. เด็กนักเรียน ง. ผู้ที่มีสุขภาพแข็งแรง ,
448,สิทธิใดที่ครอบคลุมการใช้บริการ Robotic Surgery?  ก. สิทธิหลักประกันสุขภาพแห่งชาติ ข. สิทธิผู้ประกันตนคนพิการ (D1) ค. สิทธิประกันสุขภาพภาคเอกชน ง. ก และ ข ,
449,หน่วยบริการใดที่สามารถให้บริการตรวจหาการติดเชื้อเอชไอวีด้วยตนเอง?  ก. หน่วยบริการปฐมภูมิ ข. หน่วยรับส่งต่อด้านเทคนิคการแพทย์ ค. หน่วยบริการรับส่งต่อเฉพาะด้านเภสัชกรรม ง. ถูกทุกข้อ ,
450,บริการฝังเข็มในผู้ป่วยโรคหลอดเลือดสมองใช้ระบบใดในการบันทึกและประมวลผลข้อมูล?  ก. จ.2 ข. Seamless For DMIS ค. Disability ง. E-Claim ,
451,ผู้มีสิทธิในการใช้บริการฉีดยาเข้าวัณตาประกอบด้วยสิทธิใดบ้าง?  ก. อปท. และข้าราชการ ข. กทม. และ ชมก. ค. สพฐ. และ จนท สปสช. ง. ถูกทุกข้อ ,
452,ข้อใดถูกต้องเกี่ยวกับการบริการผู้ป่วยโรคหายากในปี 2568?  ก. เพิ่มอัตราค่าบริการตรวจวินิจฉัย ข. ลดจำนวนหน่วยบริการ ค. เพิ่มจำนวนหน่วยบริการ ง. ไม่มีการเปลี่ยนแปลง ,
453,ใครมีสิทธิได้รับบริการฟื้นฟูสมรรถภาพทางการเห็น?  ก. สิทธิหลักประกันสุขภาพแห่งชาติ ข. สิทธิผู้ประกันตนคนพิการ ค. สิทธิประกันสุขภาพทั่วโลก ง. ก และ ข ถูกต้อง ,
454,โปรแกรมใดที่ใช้สำหรับยาที่มีค่าใช้จ่ายสูงในระบบลงทะเบียนเพื่อตรวจสอบก่อนอนุมัติการเบิกจ่าย?  ก. โปรแกรมยา OCPA ข. โปรแกรมยา RDPA DDPA ค. โปรแกรมยา NITP ง. ถูกทุกข้อ ,
455,บุคคลในกรณีใดที่สามารถลงทะเบียนเลือกหน่วยบริการประจำได้ด้วยตนเอง?  ก. เด็กแรกเกิด 0-5 ปี ข. บุคคลอายุ 15 ปีบริบูรณ์ขึ้นไป ค. บุคคลที่สิ้นสุดสิทธิประกันสังคม ง. นักศึกษาที่สำเร็จการศึกษาแล้ว ,
456,สิทธิหลักประกันสุขภาพแห่งชาติสามารถครอบคลุมการปลูกถ่ายไตจากผู้บริจาคประเภทใด?  ก. จากไตที่มีผู้บริจาค ข. จากญาติสายตรง ค. ทั้ง ก และ ข ง. ไม่มีข้อใดถูกต้อง ,
457,กรณีที่ไม่มีบัตรประจำตัวประชาชนสามารถใช้เอกสารใดในการลงทะเบียนในระบบหลักประกันสุขภาพแห่งชาติ?  ก. สูติบัตร ข. ใบทะเบียนบ้าน ทร.14/1 ค. ใบทะเบียนประวัติบุคคล ทร.12 ง. ข้อ ข และ ค ,
458,หน่วยบริการใดบ้างที่ถูกกำหนดให้เป็นหน่วยบริการที่ให้บริการผ่าตัดในย่านนวัตกรรมการแพทย์โยธี?  ก. สถาบันประสาทวิทยา ข. โรงพยาบาลราชวิถี ค. โรงพยาบาลพระมงกุฎเกล้า ง. ถูกทุกข้อ ,
459,แหล่งที่มาของเงินกองทุนหลักประกันสุขภาพท้องถิ่นมีอะไรบ้าง?  ก. เงินจากกองทุนหลักประกันสุขภาพแห่งชาติ ข. เงินสมทบจากองค์กรปกครองส่วนท้องถิ่น ค. รายได้อื่นๆ หรือทรัพย์สินที่ได้รับ ง. ถูกทุกข้อ ,
460,คนไข้ P012 นัดผ่าตัดเข่ากับ Dr. Robert Martinez วันที่ 2024-08-05 เวลา 08:00 แต่ห้อง OR01 ซ่อมบำรุงอยู่จนถึงช่วง 08:00 น. ควรทำอย่างไร?  ก. เลื่อนการผ่าตัด เพราะว่ารพ. นี้มีแค่ห้องผ่าตัดเดียว ข. ใช้ห้องอื่น ค. ใช้ห้องผ่าตัดของแผนกอื่นแทน ง. ยกเลิกการผ่าตัด ,
461,หน่วยบริการใดที่สามารถให้บริการตรวจคัดกรองมะเร็งปากมดลูกได้?  ก. หน่วยบริการในระบบหลักประกันสุขภาพแห่งชาติ ข. หน่วยบริการเอกชน ค. หน่วยบริการเฉพาะทาง ง. หน่วยบริการในระบบประกันสังคม ,
462,บริการตรวจหาการติดเชื้อเอชไอวีด้วยตนเอง (HIV self-screening Test : HIVSST) มีอัตราจ่ายเท่าใดต่อครั้ง?  ก. 50 บาท ข. 75 บาท ค. 100 บาท ง. 150 บาท ,
463,"การให้คำปรึกษาฝังยาคุมกำเนิดมีค่าใช้จ่ายเท่าใด?  ก. 350 บาท ข. 800 บาท ค. 2,150 บาท ง. ไม่มีค่าใช้จ่าย ",
464,การฉีดวัคซีนป้องกันโรคพิษสุนัขบ้าภายใต้สิทธิหลักประกันสุขภาพแห่งชาติสามารถรับบริการได้ในกรณีใด?  ก. เมื่อผู้ป่วยสามารถเดินทางกลับไปรับวัคซีนที่ rw.ตามสิทธิได้ ข. เมื่อผู้ป่วยไม่สามารถเดินทางกลับไปรับวัคซีนที่ rw.ตามสิทธิได้ ค. เฉพาะในโรงพยาบาลรัฐบาลเท่านั้น ง. เฉพาะในกรุงเทพมหานครเท่านั้น ,
465,กลุ่มเป้าหมายสำหรับบริการป้องกันและควบคุมภาวะพร่องฮอร์โมนไทรอยด์ (TSH) คือใคร?  ก. หญิงตั้งครรภ์ทุกคน ข. เด็กไทยแรกเกิดทุกคน ค. ผู้สูงอายุที่มีความเสี่ยง ง. ไม่มีข้อใดถูกต้อง ,
466,กลุ่มเป้าหมายใดที่สามารถเข้ารับบริการตรวจคัดกรองมะเร็งเต้านมด้วยเครื่องแมมโมแกรมและอัลตราซาวด์?  ก. หญิงไทยทุกสิทธิ อายุ 30 ปีขึ้นไป ข. หญิงไทยทุกสิทธิ อายุ 40 ปีขึ้นไป ที่มีประวัติญาติสายตรงเป็นมะเร็งเต้านม ค. หญิงไทยทุกสิทธิ อายุ 50 ปีขึ้นไป ง. หญิงไทยทุกสิทธิ ทุกวัย ,
467,"การตรวจ CBC, FBS, Cr, Chol, TG, SGPT/ALT มีอัตราค่าชดเชยเท่าใดต่อรายการต่อครั้ง?  ก. 20 บาท ข. 25 บาท ค. 30 บาท ง. 35 บาท ",
468,สำนักงานหลักประกันสุขภาพแห่งชาติ เขต 13 กรุงเทพมหานคร ตั้งอยู่ในอาคารใด?  ก. อาคารบริษัททีโอที จำกัด (มหาชน) ข. อาคารพีซีทาวเวอร์ ค. อาคารรัฐประศาสนภักดี (อาคารบี) ง. อาคารสยามนครินทร์ คอมเพล็กซ์ ,
469,"อัตราจ่ายชดเชยเบื้องต้นต่อ AdjRW สำหรับบริการผู้ป่วยในภายในเขตคือเท่าใด?  ก. 7,500 บาท ข. 8,350 บาท ค. 9,600 บาท ง. 10,000 บาท ",
470,"สามีที่มีสิทธิประกันสังคมจะสามารถขอรับประโยชน์ทดแทนกรณีคลอดบุตรในอัตราเท่าใด?  ก. 10,000 บาท ข. 12,000 บาท ค. 15,000 บาท ง. 20,000 บาท ",
471,ผู้ใช้สิทธิหลักประกันสุขภาพแห่งชาติที่ยังไม่ลงทะเบียนเลือกหน่วยบริการประจำต้องทำอย่างไรเมื่อเข้ารับบริการครั้งแรก?  ก. โทรแจ้ง สปสช. ข. ยื่นคำร้องพร้อมเอกสารลงทะเบียน ค. ขอให้เจ้าหน้าที่โรงพยาบาลจัดการให้ ง. ไม่ต้องทำอะไร ,
472,บริการใดไม่ได้อยู่ในกลุ่มเด็กเล็กอายุ 0-5 ปี?  ก. บริการป้องกันและควบคุมภาวะพร่องฮอร์โมนไทรอยด์ (TSH) ข. บริการตรวจคัดกรองมะเร็งปากมดลูก ค. บริการยาเม็ดเสริมธาตุเหล็ก ง. บริการเคลื่อนฟลูออไรด์ ,
473,โปรแกรมใดที่ใช้ประมวลผลการตรวจพบวัณโรคระยะแฝงในเด็ก?  ก. TST ข. NTIP ค. TB Data Hub ง. Seamless for DMIS ,
